,id,longitude,latitude,time,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,AOT,WVP,SCL,TCI_R,TCI_G,TCI_B,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60
1,20211108T012849_20211108T013450_T54TVK,140.0392230409121,40.32335189473605,2021-11-08,370,361,621,558,1149,1939,2109,2366,2372,2484,1799,1046,96,698,4,56,64,38,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.039851861611,40.31409924730962,2021-11-08,196,309,480,462,937,1610,1848,2186,2052,2172,1816,1157,96,717,4,48,50,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0405705138383,40.31481789953691,2021-11-08,201,289,509,455,1062,1926,2175,2222,2541,2299,1853,1202,96,893,4,47,52,31,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.03958236702576,40.314189078838034,2021-11-08,196,304,476,455,1026,1609,1844,1924,2088,2172,2092,1390,96,717,4,48,49,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04712821541236,40.31212295368456,2021-11-08,264,328,574,484,951,1663,1838,1980,2115,2278,1818,1145,96,727,4,50,59,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04030101925306,40.314189078838034,2021-11-08,243,295,519,491,902,1541,1770,1836,1985,2323,1794,1161,96,719,4,50,53,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0389535463269,40.32335189473605,2021-11-08,370,344,647,586,1360,2021,2230,2342,2399,2484,2076,1333,96,698,4,60,66,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.03859422021324,40.31122463840044,2021-11-08,156,285,530,504,923,1630,1847,2168,2091,2199,1932,1259,96,720,4,51,54,31,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08898970765233,40.27870562511531,2021-11-08,197,347,538,547,862,1364,1574,1608,1673,1740,1453,972,96,765,7,56,54,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09366094712976,40.25301380798949,2021-11-08,125,297,644,550,973,1809,1707,2454,2026,1820,1684,1189,96,869,4,56,66,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09752370285148,40.257685047466914,2021-11-08,116,257,422,596,882,1317,1564,1394,1955,2245,1979,1392,96,787,4,60,43,26,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08773206625457,40.27376489105265,2021-11-08,124,285,456,564,932,1349,1416,1500,1703,1908,1536,986,96,772,5,59,48,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09599656686848,40.25301380798949,2021-11-08,24,232,390,439,707,1154,1075,1520,1290,1128,1621,1150,96,552,5,44,39,25,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08925920223757,40.33008925936695,2021-11-08,171,327,460,411,756,1317,1313,1718,1518,1637,1203,832,91,765,2,42,47,33,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0900676859933,40.2801429295699,2021-11-08,142,305,466,511,865,1521,1680,1820,2052,1854,1333,791,96,842,4,52,48,29,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09680505062417,40.25301380798949,2021-11-08,30,281,581,421,1035,2074,2226,2568,2419,2362,1640,982,96,913,4,44,61,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08512695193062,40.28140057096767,2021-11-08,188,493,578,594,896,1366,1588,1468,1716,1925,1384,910,96,734,7,61,59,51,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08467779428855,40.2786157935869,2021-11-08,447,472,594,716,931,1175,1348,1332,1582,1956,1477,1091,96,765,7,73,61,46,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08970835987964,40.28418534834844,2021-11-08,78,298,404,606,857,1127,1312,1134,1413,1594,1394,937,95,765,2,63,42,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0961762299253,40.25301380798949,2021-11-08,23,254,425,473,971,1559,1825,1958,1979,2016,1688,1116,96,790,4,48,43,26,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0765031252031,40.2673868525354,2021-11-08,332,260,476,557,873,1292,1492,1576,1649,1897,1551,1041,96,663,7,55,49,27,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09626606145372,40.259571509563564,2021-11-08,104,279,602,510,1143,2145,2333,2910,2631,2496,2002,1255,96,904,4,51,61,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09455926241387,40.26046982484768,2021-11-08,16,225,598,406,1263,2569,2780,2920,3124,3147,1789,991,96,934,4,42,61,24,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09590673534007,40.259571509563564,2021-11-08,54,367,698,637,1258,2185,2254,3140,2530,2247,1997,1232,96,943,4,64,71,38,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08961852835122,40.281759897081315,2021-11-08,125,363,517,537,936,1373,1476,1622,1718,1712,1553,1006,96,765,7,54,53,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08934903376598,40.28113107638243,2021-11-08,136,350,437,549,753,1007,1156,1216,1236,1684,1412,1021,96,765,2,56,45,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09689488215258,40.24915105226778,2021-11-08,91,253,461,469,893,1340,1475,1642,1621,1976,1591,1071,96,765,5,47,48,27,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08907953918074,40.27897511970055,2021-11-08,197,373,524,617,905,1338,1453,1494,1605,1740,1695,1176,96,633,5,63,54,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08773206625457,40.278885288172134,2021-11-08,152,263,440,407,744,1269,1406,1576,1500,1699,1252,832,96,636,4,41,45,27,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.087821897783,40.329190944082825,2021-11-08,369,453,607,676,1076,1356,1523,1682,1669,1916,1858,1347,94,696,5,69,62,47,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08764223472616,40.33143673229313,2021-11-08,165,355,484,573,805,1086,1278,1512,1426,2071,1528,1081,92,765,7,59,50,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0729098640666,40.299905865820534,2021-11-08,511,721,912,1056,1245,1715,1873,2122,2049,2579,1977,1390,96,765,10,108,93,75,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721912118393,40.29972620276371,2021-11-08,552,544,683,674,1102,1688,1817,1910,2030,2581,1647,1123,96,765,10,69,70,56,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07264036948138,40.29810923525229,2021-11-08,366,489,709,585,1059,1745,1862,2142,2052,2304,1511,996,96,765,10,60,73,50,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06904710834488,40.29882788747959,2021-11-08,400,373,656,599,1007,1540,1646,1924,1848,2198,1629,1137,96,765,10,61,67,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07497598922006,40.26882415698999,2021-11-08,21,175,326,255,472,1282,1511,1918,1655,1540,727,403,96,978,4,28,34,20,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07767093507243,40.29092271297934,2021-11-08,177,286,412,462,782,1304,1422,1364,1731,1712,1299,826,96,765,4,47,42,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07237087489614,40.30053468651941,2021-11-08,576,509,699,725,1166,1625,1790,1982,1983,2554,1668,1129,96,765,10,74,72,53,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07282003253817,40.299636371235295,2021-11-08,511,534,727,686,1087,1567,1795,1964,1804,2579,1645,1123,96,765,10,70,74,54,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07308952712341,40.30035502346259,2021-11-08,575,532,728,726,1095,1595,1818,1982,1950,2573,1665,1141,96,765,10,74,74,56,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06868778223125,40.291551533678216,2021-11-08,110,279,496,539,924,1499,1699,1994,1881,2153,1682,1054,96,723,4,54,50,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06949626598694,40.29244984896234,2021-11-08,148,259,470,453,883,1736,2046,2138,2091,2176,1620,995,96,769,4,47,48,26,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05072147654886,40.270351292973,2021-11-08,376,863,875,938,1192,1627,1788,2266,2051,2296,2024,1436,96,765,10,95,89,87,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04847568833856,40.26900382004682,2021-11-08,421,686,855,1009,1344,2045,2206,2620,2614,2439,1964,1283,96,765,10,103,86,72,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06931660293012,40.29200069132028,2021-11-08,89,269,538,423,1062,1859,2153,2366,2371,1960,1740,999,96,819,4,43,55,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06751997236188,40.29307866966122,2021-11-08,139,728,951,1218,1518,1871,1975,2192,2278,2051,2552,1807,96,963,5,125,97,73,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09590673534007,40.25112734589284,2021-11-08,109,367,614,585,1145,1915,2004,2348,2237,1909,1778,1147,96,844,4,60,64,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0976135343799,40.25400195480202,2021-11-08,50,257,536,497,1129,2039,2181,2482,2533,3093,1935,1232,96,786,4,52,55,23,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04820619375332,40.31266194285503,2021-11-08,175,287,656,417,1116,2215,2411,2718,2582,2267,1738,987,96,873,4,43,67,29,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09500842005593,40.25301380798949,2021-11-08,114,273,567,424,1225,2052,2157,2698,2339,2243,1877,1257,96,1062,4,44,59,27,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0496434982079,40.27053095602982,2021-11-08,247,599,705,567,638,848,887,1502,1049,1979,1152,805,96,765,10,58,71,62,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04892484598062,40.31293143744026,2021-11-08,239,298,550,503,912,1610,1730,1766,2007,2213,1755,1056,96,694,4,51,55,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04856551986697,40.31284160591185,2021-11-08,175,256,611,438,1014,1825,2011,2214,2190,2267,1710,998,96,758,4,45,63,27,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07344885323707,40.298738055951176,2021-11-08,376,694,862,774,1128,1872,2086,2520,2282,2225,1435,897,96,765,10,79,88,70,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07776076660085,40.290383723808866,2021-11-08,155,293,396,486,688,874,1014,1130,1190,1614,989,652,96,765,2,50,40,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05152996030455,40.28454467446209,2021-11-08,125,317,513,576,977,1599,1757,1944,2004,2276,1876,1251,96,834,4,59,52,33,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07039458127107,40.298738055951176,2021-11-08,335,416,612,623,936,1333,1472,1708,1678,2083,1489,1025,96,765,10,65,64,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08827105542505,40.277717478302776,2021-11-08,94,306,438,491,795,1322,1371,1662,1582,1749,1357,879,96,765,7,49,45,33,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07317935865183,40.300624518047826,2021-11-08,575,630,792,782,1147,1655,1915,2060,2009,2573,1734,1207,96,765,10,80,81,64,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08809139236823,40.27744798371754,2021-11-08,55,335,531,619,844,1299,1414,1576,1607,1490,1373,926,96,765,7,63,53,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0955474092264,40.261457971660214,2021-11-08,45,214,680,369,1326,3049,3380,3956,3511,2564,1795,980,96,1136,4,37,70,21,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08710324555568,40.27906495122896,2021-11-08,201,306,568,487,926,1547,1771,2170,1836,1900,1518,989,96,695,4,50,58,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08431846817493,40.27645983690501,2021-11-08,205,264,383,448,708,919,996,1021,1101,1283,1474,1097,96,765,5,46,38,27,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0850371204022,40.273675059524244,2021-11-08,1,149,321,240,584,1156,1313,1554,1510,1329,919,503,96,904,4,25,33,16,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0449722587305,40.30915851324696,2021-11-08,180,326,578,503,1008,1766,1975,2276,2102,2176,1718,1060,96,734,4,52,59,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09752370285148,40.258673194279446,2021-11-08,121,280,568,537,1120,1937,2269,2282,2563,2687,1942,1259,96,819,4,57,59,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0774014404872,40.322543410980344,2021-11-08,774,581,766,791,1212,1815,1967,2276,2080,2594,1468,1031,96,765,10,82,78,58,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.045960405543,40.31356025813915,2021-11-08,107,263,472,457,827,1415,1553,1544,1752,2216,1796,1175,96,696,4,46,47,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07928790258384,40.32487903071905,2021-11-08,663,1124,1298,1272,1385,1659,1809,2132,1922,2361,1700,1242,95,765,10,130,132,115,11,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04128916606558,40.31230261674138,2021-11-08,322,308,641,455,1127,2118,2280,2600,2566,2408,1932,1166,96,912,4,47,66,29,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04101967148037,40.31715351927563,2021-11-08,308,383,563,665,1076,1691,1921,1788,2109,2284,1815,1219,96,811,4,67,57,39,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0729098640666,40.30098384416147,2021-11-08,530,558,744,816,1114,1504,1512,1698,1728,2383,1622,1138,96,765,10,84,77,56,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.03625860047453,40.28310737000749,2021-11-08,142,308,580,505,1010,1629,1901,2318,2209,2336,1775,1114,96,766,4,52,59,33,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07246070642455,40.30071434957624,2021-11-08,482,537,733,764,1101,1713,1801,1850,2011,2455,1745,1135,96,765,10,78,75,55,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09518808311276,40.261457971660214,2021-11-08,45,211,651,391,1198,2394,2684,3028,2979,2564,1741,993,96,1136,4,41,68,22,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09419993630024,40.26046982484768,2021-11-08,31,247,608,343,1215,2348,2768,3272,3100,2720,1748,1021,96,835,4,35,61,23,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0698555921006,40.293707490360106,2021-11-08,124,298,487,634,929,1251,1496,1544,1713,1842,1724,1139,96,728,5,65,50,32,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0887202130671,40.27978360345625,2021-11-08,249,332,393,545,780,1033,1026,1094,1333,1790,1433,1062,96,765,7,56,40,32,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09788302896513,40.258673194279446,2021-11-08,121,272,696,464,1458,2602,2941,3190,3191,2687,2230,1463,96,911,4,47,70,25,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09716437673782,40.25301380798949,2021-11-08,30,285,507,435,970,1833,1884,1964,2102,2362,1658,1047,96,913,4,45,52,29,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08755240319775,40.2778971413596,2021-11-08,126,323,447,560,815,923,1027,1304,1305,1887,1359,998,96,765,2,57,46,32,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09491858852752,40.26046982484768,2021-11-08,16,291,670,481,1504,2862,3245,3540,3511,3147,1754,944,96,1008,4,51,70,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09644572451055,40.25301380798949,2021-11-08,23,246,476,441,874,1530,1722,2046,1946,2016,1708,1111,96,861,4,46,50,25,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0765031252031,40.322543410980344,2021-11-08,679,569,689,799,1034,1350,1455,1470,1622,2390,1429,1050,96,765,10,82,71,58,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.03410264379264,40.32389088390652,2021-11-08,289,404,633,706,1170,1720,1882,2092,2146,2171,1902,1255,96,671,4,72,65,42,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0338331492074,40.323980715434935,2021-11-08,289,364,593,709,1292,1896,2036,1866,2288,2171,2150,1431,96,671,5,73,62,37,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0797370602259,40.324429873076994,2021-11-08,603,912,1050,990,1274,1584,1715,1962,1748,2291,1505,1019,95,765,10,102,108,93,6,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07605396756102,40.32191459028146,2021-11-08,745,568,589,697,972,1135,1330,1378,1521,2546,1414,1077,96,765,10,71,60,58,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04506209025888,40.30897885019014,2021-11-08,196,392,581,601,987,1731,1881,2190,2109,2244,1716,1072,96,704,4,62,60,38,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0938406101866,40.26046982484768,2021-11-08,31,250,546,374,1027,2048,2312,2586,2480,2720,1729,980,96,832,4,39,57,25,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08467779428855,40.27960394039943,2021-11-08,414,322,466,592,929,1416,1657,1470,1704,1919,1535,1069,96,765,7,61,48,33,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07991672328274,40.32622650364523,2021-11-08,486,719,997,750,1202,2029,2112,2496,2307,2670,1542,1011,95,765,10,76,101,74,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08674391944203,40.330628248537415,2021-11-08,165,371,539,489,911,1630,1869,2100,2069,2146,1484,905,94,732,4,50,55,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07928790258384,40.32559768294635,2021-11-08,523,1110,912,747,1309,2149,2455,2920,2495,2600,1598,1005,95,765,10,77,93,112,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0796472286975,40.32577734600317,2021-11-08,566,998,873,810,1326,2150,2286,2338,2390,2659,1593,999,95,765,10,82,88,102,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.096984713681,40.24870189462572,2021-11-08,113,265,448,566,906,1190,1325,1546,1590,1632,1803,1271,96,652,5,59,46,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0880015608398,40.273675059524244,2021-11-08,1,231,424,417,513,992,1177,1648,1166,1324,842,529,96,708,4,42,43,24,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08997785446488,40.33116723770789,2021-11-08,244,431,608,663,954,1323,1596,1958,1676,1668,1311,883,89,765,2,68,62,46,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08647442485682,40.33071808006583,2021-11-08,106,378,481,534,939,1768,2017,1868,2148,2258,1558,966,94,712,4,56,50,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08710324555568,40.3319757214636,2021-11-08,89,278,390,380,497,888,1031,1528,1183,1762,1004,602,92,765,4,39,40,29,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0871930770841,40.33170622687836,2021-11-08,135,414,561,662,863,1204,1334,1606,1538,2113,1667,1198,92,765,7,68,57,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08746257166933,40.33152656382154,2021-11-08,165,377,473,583,805,1086,1278,1410,1426,2071,1528,1081,92,765,7,60,49,39,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.087821897783,40.3312570692363,2021-11-08,165,333,478,509,804,1299,1302,1810,1575,2071,1449,987,92,765,7,52,49,34,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09375077865818,40.2613681401318,2021-11-08,18,283,433,558,887,1281,1421,1676,1764,2057,1830,1277,96,842,5,55,44,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08809139236823,40.27870562511531,2021-11-08,159,274,516,471,838,1349,1452,1616,1665,1800,1284,850,96,656,4,48,53,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08737274014092,40.27897511970055,2021-11-08,152,267,467,405,802,1256,1443,1598,1600,1699,1335,859,96,689,4,42,48,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09518808311276,40.26046982484768,2021-11-08,16,311,722,597,1481,2611,2957,3272,3231,3147,1819,1058,96,1008,4,59,74,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0871930770841,40.277986972888016,2021-11-08,86,312,503,612,947,1364,1468,1928,1850,1536,1539,1010,96,765,4,63,51,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09042701210694,40.28310737000749,2021-11-08,517,443,532,634,735,1086,1244,1512,1362,2288,1578,1162,95,756,7,65,55,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08090487009525,40.272507249654886,2021-11-08,1,165,228,262,482,602,675,636,711,1148,1025,744,96,765,2,27,24,18,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08072520703843,40.32317223167923,2021-11-08,514,652,722,874,1087,1286,1340,1404,1471,2083,1211,762,95,765,10,89,74,68,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04560107942936,40.31338059508232,2021-11-08,240,284,549,437,936,1677,1794,1896,2054,2367,1847,1139,96,739,4,45,56,29,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0404806823099,40.317512845389274,2021-11-08,310,604,815,1017,1737,2004,2157,2218,2368,2316,2728,2008,96,869,5,104,84,61,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0767726197883,40.322723074037164,2021-11-08,774,595,676,808,1010,1337,1394,1366,1491,2594,1418,1046,96,765,10,83,69,61,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04479259567367,40.309428007832196,2021-11-08,180,374,631,609,1090,1928,2296,2836,2349,2176,1876,1159,96,820,4,62,65,39,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08099470162367,40.273405564939004,2021-11-08,225,192,344,368,637,1014,1125,1166,1202,1395,1089,773,96,765,2,39,36,23,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0713827280836,40.29029389228045,2021-11-08,79,304,409,506,783,1203,1343,1286,1526,1788,1435,973,96,765,2,52,42,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721912118393,40.29999569734894,2021-11-08,552,568,702,746,1358,1926,2078,2146,2302,2581,2168,1563,96,765,10,76,72,58,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0692267714017,40.265590221967166,2021-11-08,178,369,524,723,1266,1677,1803,1622,1927,1788,1869,1283,96,786,5,75,54,37,0,0,0,0,0
