,longitude,latitude,B2,B3,B4,B8,B11,B12,predpH1
238,140.0765031252031,40.29766007761023,615,883,719,2816,1746,999,6.331262808154212
239,140.07722177743037,40.297749909138645,601,920,797,2761,2139,1275,6.309568892589328
240,140.07560480991896,40.29792957219547,586,835,701,2823,1673,992,6.2354855243586655
241,140.0765031252031,40.29801940372388,568,855,696,2788,1880,1097,6.304295586502463
242,140.07758110354402,40.29810923525229,595,899,813,2621,2134,1399,6.377472570301509
243,140.07955739716908,40.298199066780704,601,938,803,2989,2004,1232,6.313418298199149
244,140.07560480991896,40.298199066780704,586,870,714,2767,1552,956,6.41158419600918
245,140.07856925035657,40.29828889830912,656,987,915,2943,2004,1166,6.346167475420951
246,140.07758110354402,40.29846856136594,524,828,557,3361,1776,1079,6.284653323819923
247,140.07955739716908,40.29855839289435,585,872,772,2700,2040,1291,6.295083665940851
248,140.07838958729974,40.29855839289435,579,922,674,3154,1780,1031,6.21472141481141
249,140.0774014404872,40.298738055951176,655,905,742,2774,1862,1118,6.274806485825745
250,140.07955739716908,40.298738055951176,624,888,786,2578,2339,1511,6.324934977211979
251,140.07829975577133,40.298917719008,549,828,679,2785,1844,1112,6.334440837554152
252,140.07722177743037,40.298917719008,606,947,736,3082,1929,1145,6.319999304372248
253,140.08045571245322,40.29900755053641,521,830,643,3024,1669,962,6.161870489366611
254,140.0768624513167,40.299187213593235,689,926,861,2812,2190,1428,6.305313219276319
255,140.0803658809248,40.29936687665006,538,828,592,3308,1455,805,6.289388596546098
256,140.0782099242429,40.29999569734894,673,991,864,2909,1911,1086,6.304696259569332
257,140.07713194590195,40.29999569734894,576,901,666,3237,1703,916,6.27196634830853
258,140.07758110354402,40.29999569734894,581,918,685,3190,1924,1006,6.292490969768283
259,140.07838958729974,40.30017536040577,576,898,696,2964,1836,1044,6.2603484668461205
260,140.0742573369928,40.30035502346259,650,946,875,2742,1944,1089,6.319682445263187
261,140.0780302611861,40.300444854991,586,912,747,2998,1777,1007,6.315709141110889
262,140.0766827882599,40.30080418110465,561,857,674,3066,1708,931,6.372584228846988
263,140.07785059812926,40.30080418110465,650,964,835,3040,2064,1203,6.24176738637757
264,140.07713194590195,40.3011635072183,618,938,821,2693,1888,1113,6.306148151169421
265,140.07335902170865,40.301343170275125,506,805,538,3540,1910,1151,6.262476357022746
266,140.0729098640666,40.30143300180353,615,898,738,2973,2050,1103,6.303360424581754
267,140.07641329367468,40.30313980084336,680,935,911,2542,2478,1709,6.218683430399792
268,140.04488242720208,40.31338059508232,673,885,895,2323,2321,1703,6.059219269682273
269,140.03778573645752,40.3207467804121,463,711,510,3184,1498,875,6.302362804228132
270,140.07713194590195,40.32317223167923,546,907,613,3308,1809,996,6.3165908488141875
271,140.09150499044787,40.33395201508866,527,913,617,3334,1711,960,6.305343141228337
272,140.0915948219763,40.33413167814548,538,906,641,3191,1781,972,6.496394086328873
273,140.0885405500103,40.2778971413596,808,1144,1120,2951,2182,1460,6.297376482206739
274,140.04119933453717,40.3214654326394,595,894,750,3185,1755,1005,6.3095326743771905
275,140.07785059812926,40.32425021002017,688,962,794,3174,1999,1266,6.337067057609912
276,140.07416750546437,40.319938296656396,591,1030,667,4024,1757,959,6.266847415353431
277,140.04092983995196,40.312033122156144,562,828,756,2455,1886,1160,6.288700554330528
278,140.08045571245322,40.323531557792876,634,975,870,2915,1562,889,6.336283452270604
279,140.08889987612392,40.33035875395218,519,841,622,2777,1690,944,6.578710555142343
280,140.0743471685212,40.31966880207116,656,1100,669,4487,1898,1004,6.2798143265920885
281,140.07695228284513,40.32290273709399,491,846,543,3168,1650,863,6.301594667401139
282,140.0862947618,40.330897743122655,547,876,557,3639,2020,1097,6.527084201277898
283,140.09051684363536,40.33143673229313,647,1116,713,4108,1521,874,6.874080091311908
284,140.08863038153868,40.278166635944835,1092,1356,1306,3142,2260,1523,7.0272845124377
285,140.0888100445955,40.278436130530075,1066,1296,1246,3041,2219,1470,6.291775779597935
286,140.07704211437354,40.26882415698999,528,839,595,3448,1753,936,6.236358070131854
287,140.07542514686213,40.26702752642176,558,776,644,2213,726,429,6.283997345118166
288,140.038324725628,40.311314469928845,545,714,651,1905,1767,1084,6.3207097887680765
289,140.04685872082715,40.31194329062773,561,873,647,2842,1511,944,6.371604103165725
290,140.0390433778553,40.311134806872026,559,819,716,2804,1678,1076,6.333328874218037
291,140.0392230409121,40.32335189473605,568,854,758,2808,1813,1079,6.268012645195373
292,140.039851861611,40.31409924730962,495,832,548,3559,1602,906,6.307810609912035
293,140.0405705138383,40.31481789953691,600,875,698,3196,2190,1444,6.271333823852963
294,140.03958236702576,40.314189078838034,543,841,630,3335,1195,673,6.309568892589328
295,140.04712821541236,40.31212295368456,575,865,704,2894,1692,1015,5.913646338998134
296,140.04030101925306,40.314189078838034,422,716,377,4021,1374,729,6.370770006769942
297,140.0389535463269,40.32335189473605,561,866,836,2431,1467,913,6.2675635914410535
298,140.03859422021324,40.31122463840044,536,772,630,2569,1948,1283,6.7216791692344025
299,140.08898970765233,40.27870562511531,951,1196,1174,2909,2222,1432,6.2957551583714855
300,140.09366094712976,40.25301380798949,586,775,691,2392,1848,1178,6.290578175239022
301,140.09752370285148,40.257685047466914,557,859,666,3118,1714,1042,6.310804665068886
302,140.08773206625457,40.27376489105265,665,946,923,2940,2250,1407,6.308785404306072
303,140.09599656686848,40.25301380798949,545,977,647,3019,2296,1439,6.3170178536312385
304,140.08925920223757,40.33008925936695,580,976,681,3347,1800,1036,6.833703984092466
305,140.0900676859933,40.2801429295699,1466,1646,1540,3217,2370,1660,6.309568892589328
306,140.09680505062417,40.25301380798949,570,871,709,2998,1683,982,6.712777847794162
307,140.08512695193062,40.28140057096767,1016,1202,1200,2580,2206,1459,6.52818673408439
308,140.08467779428855,40.2786157935869,856,1011,1130,1942,2330,1911,6.266112225195847
309,140.08970835987964,40.28418534834844,677,969,836,3043,1913,1100,6.304763660657698
310,140.0961762299253,40.25301380798949,517,808,606,3299,1766,1033,6.29558937552686
311,140.0765031252031,40.2673868525354,608,921,723,2953,1513,936,6.3773974645587534
312,140.09626606145372,40.259571509563564,614,951,850,2859,1987,1247,6.37185891043699
313,140.09455926241387,40.26046982484768,643,945,927,2807,1941,1193,6.3062234625453035
314,140.09590673534007,40.259571509563564,713,1004,1018,2769,2438,1797,6.145619139211959
315,140.08961852835122,40.281759897081315,703,960,933,2642,2170,1410,6.6600582622712565
316,140.08934903376598,40.28113107638243,1021,1182,1106,2673,1971,1290,6.25717721439991
317,140.09689488215258,40.24915105226778,605,861,823,2294,2001,1314,6.746271385078434
318,140.08907953918074,40.27897511970055,871,1108,1066,2779,2048,1377,6.668798029624379
319,140.08773206625457,40.278885288172134,747,1078,966,3094,2070,1266,6.285631051179251
320,140.087821897783,40.329190944082825,550,877,619,2831,1333,801,6.296152407071012
321,140.08764223472616,40.33143673229313,474,791,503,3131,1493,764,6.382740756660911
322,140.0729098640666,40.299905865820534,579,849,743,2585,1648,973,6.298739812712831
323,140.0721912118393,40.29972620276371,581,899,725,3071,1828,1053,6.3151919017688245
324,140.07264036948138,40.29810923525229,608,893,818,2938,1726,1013,6.288417559953253
325,140.06904710834488,40.29882788747959,572,880,777,2687,2086,1407,6.328073895694307
326,140.07497598922006,40.26882415698999,530,811,623,2743,1179,653,6.265418362390656
327,140.07767093507243,40.29092271297934,594,911,634,3122,1610,840,6.286447093679481
328,140.07237087489614,40.30053468651941,588,908,724,2785,1785,1023,6.31179839849397
329,140.07282003253817,40.299636371235295,565,888,681,2849,1817,1052,6.322845469729029
330,140.07308952712341,40.30035502346259,601,835,775,2409,1791,1056,6.257107859033492
331,140.06868778223125,40.291551533678216,582,863,774,3149,1924,1092,6.304539219355578
332,140.06949626598694,40.29244984896234,605,951,766,3619,2165,1313,6.5519064256701265
333,140.05072147654886,40.270351292973,767,1066,1042,2864,2393,1661,6.234257179280145
334,140.04847568833856,40.26900382004682,810,1098,1212,2654,2808,2175,6.313011462153599
335,140.06931660293012,40.29200069132028,625,970,856,3372,2138,1166,6.175462463528195
336,140.06751997236188,40.29307866966122,619,884,858,2019,1199,732,6.216204914624623
337,140.09590673534007,40.25112734589284,605,836,766,2321,2285,1607,6.2699542776869395
338,140.0976135343799,40.25400195480202,576,855,739,3009,2215,1540,6.308233848083714
339,140.04820619375332,40.31266194285503,597,932,745,2937,1731,985,6.336011110342734
340,140.09500842005593,40.25301380798949,531,801,600,3245,1485,925,6.392185523011398
341,140.0496434982079,40.27053095602982,651,949,833,2830,1816,1127,6.310731533286226
342,140.04892484598062,40.31293143744026,529,891,662,3442,1734,982,6.263507179988785
343,140.04856551986697,40.31284160591185,591,925,777,2929,1855,1098,6.273570111895889
344,140.07344885323707,40.298738055951176,554,862,611,3630,1963,1088,6.30578918434022
345,140.07776076660085,40.290383723808866,574,891,699,2865,1509,839,6.399006701698194
346,140.05152996030455,40.28454467446209,685,1002,907,3001,2059,1217,6.347855790454465
347,140.07039458127107,40.298738055951176,614,943,807,2552,2067,1428,6.379489761787755
348,140.08827105542505,40.277717478302776,706,1028,1006,2990,2319,1586,6.232005531501553
349,140.07317935865183,40.300624518047826,583,833,743,2700,1869,1112,6.81703051945652
350,140.08809139236823,40.27744798371754,747,1072,1010,3161,2212,1456,6.281562327981132
351,140.0955474092264,40.261457971660214,608,880,799,2712,1936,1291,6.364399169196182
352,140.08710324555568,40.27906495122896,684,995,860,3234,2129,1284,6.2485542956930304
353,140.08431846817493,40.27645983690501,847,998,1152,1905,1999,1638,6.451740285146914
354,140.0850371204022,40.273675059524244,683,1023,991,3100,2111,1188,6.379448839924024
355,140.0449722587305,40.30915851324696,623,939,871,2835,1921,1178,6.320883249402624
356,140.09752370285148,40.258673194279446,579,844,759,2926,1710,1022,6.3412069234750845
357,140.0774014404872,40.322543410980344,528,909,588,3939,1819,966,6.270164775949862
358,140.045960405543,40.31356025813915,637,924,854,2633,2316,1597,6.249047740269419
359,140.07928790258384,40.32487903071905,557,807,795,1847,1240,734,6.369910393079981
360,140.04128916606558,40.31230261674138,563,833,683,2655,1682,996,6.247189582699032
361,140.04101967148037,40.31715351927563,479,809,450,3971,1409,846,6.311134280318238
362,140.0729098640666,40.30098384416147,634,895,865,2480,1861,1088,6.702667506844578
363,140.03625860047453,40.28310737000749,833,1182,1222,2950,2026,1292,6.248410954983812
364,140.07246070642455,40.30071434957624,577,880,738,2855,1901,1041,6.256885726366195
365,140.09518808311276,40.261457971660214,597,871,744,3085,1923,1077,6.265115474839422
366,140.09419993630024,40.26046982484768,623,903,917,2974,1981,1209,6.6021100264564
367,140.0698555921006,40.293707490360106,684,1114,972,3351,2155,1290,6.474654738227045
368,140.0887202130671,40.27978360345625,985,1120,1122,2264,1826,1326,6.310382362462924
369,140.09788302896513,40.258673194279446,589,875,753,2979,1371,838,6.289959358306434
370,140.09716437673782,40.25301380798949,557,914,644,3626,1620,900,6.550718009250995
371,140.08755240319775,40.2778971413596,809,1172,1132,3244,2459,1656,6.3551328464002665
372,140.09491858852752,40.26046982484768,614,951,905,3021,1840,1097,6.314090845968779
373,140.09644572451055,40.25301380798949,536,852,615,3181,1594,913,6.289057357544022
374,140.0765031252031,40.322543410980344,499,843,589,3072,1831,1026,6.495288329495921
375,140.03410264379264,40.32389088390652,666,1013,981,2866,1837,1149,6.425159615481906
376,140.0338331492074,40.323980715434935,709,984,1005,2898,1599,1040,6.286943561558437
377,140.0797370602259,40.324429873076994,647,855,985,2112,2038,1291,6.327337109890627
378,140.07605396756102,40.32191459028146,530,860,682,2752,1752,955,6.370833576143728
379,140.04506209025888,40.30897885019014,638,933,821,2966,1947,1207,6.371596379894245
380,140.0938406101866,40.26046982484768,612,943,883,2849,1951,1198,6.339969987588964
381,140.08467779428855,40.27960394039943,874,964,1134,1916,2739,2241,6.312076367449124
382,140.07991672328274,40.32622650364523,581,1011,783,4317,1765,958,6.314375302568739
383,140.08674391944203,40.330628248537415,636,1032,722,3781,1747,986,6.362204492807656
384,140.07928790258384,40.32559768294635,519,901,509,4140,2273,1368,6.291681980187239
385,140.0796472286975,40.32577734600317,537,882,565,3549,2300,1457,6.0259914069251
386,140.096984713681,40.24870189462572,703,805,871,1739,2648,1987,6.732514901615808
387,140.08997785446488,40.33116723770789,717,1064,833,3066,1743,1096,6.281123663979258
388,140.08647442485682,40.33071808006583,582,929,581,3654,1727,931,6.286164432427508
389,140.08710324555568,40.3319757214636,475,791,497,3859,1672,870,6.363132982719892
390,140.0871930770841,40.33170622687836,500,819,538,3323,1528,777,6.294441548485153
391,140.08746257166933,40.33152656382154,484,802,487,3198,1493,764,6.31247954084976
392,140.087821897783,40.3312570692363,493,829,499,2980,1562,823,6.349864820525025
393,140.09375077865818,40.2613681401318,716,988,1018,2548,2296,1547,6.566034842493889
394,140.08809139236823,40.27870562511531,779,1074,1023,2819,2059,1297,6.281619221073034
395,140.08737274014092,40.27897511970055,704,976,920,2962,2070,1235,6.251756855618075
396,140.09518808311276,40.26046982484768,647,937,861,3055,1904,1107,6.369496155573074
397,140.0871930770841,40.277986972888016,1098,1476,1574,3685,3248,2251,6.2070137922401045
398,140.09042701210694,40.28310737000749,692,943,839,2580,2072,1414,6.040950074711218
399,140.08090487009525,40.272507249654886,877,1080,1344,2020,2725,2265,6.261217850578912
400,140.08072520703843,40.32317223167923,643,912,913,2199,1573,860,6.31375901981315
401,140.04560107942936,40.31338059508232,615,869,731,2745,1998,1280,6.301215059335594
402,140.0404806823099,40.317512845389274,529,795,585,2734,957,545,6.29402272450555
403,140.0767726197883,40.322723074037164,507,865,541,3105,1644,879,6.370741991444651
404,140.04479259567367,40.309428007832196,632,940,846,2928,1919,1195,6.001272642053272
405,140.08099470162367,40.273405564939004,943,1132,1412,2058,2717,2254,6.305390606580356
406,140.0713827280836,40.29029389228045,625,988,817,2988,1859,1057,6.310382362462924
407,140.0721912118393,40.29999569734894,578,866,731,3063,1477,840,6.626719727548113
408,140.0692267714017,40.265590221967166,738,1106,1104,2889,1236,829,6.298859012601344
409,140.0774014404872,40.27349539646742,648,910,803,3336,2110,1380,6.289210709216025
410,140.0880015608398,40.273675059524244,621,927,785,3077,1840,1027,6.302158722406571
411,140.06266906982765,40.28193956013814,680,999,866,2777,2158,1562,6.298246635195572
412,140.07506582074848,40.27017162991618,641,953,915,2745,1739,1023,6.198662671941893
413,140.08611509874316,40.287509114899684,747,980,962,2620,2471,1753,6.358023997271082
414,140.0572791781229,40.28705995725762,644,960,899,3106,2088,1244,6.298201534439138
415,140.06033345008893,40.29577361551358,590,875,786,2432,2100,1328,6.409355695255987
416,140.07335902170865,40.27160893437077,690,979,1015,2692,1971,1244,6.233786165541727
417,140.0660826679073,40.28211922319496,575,894,767,3274,2773,1984,6.284384893502819
418,140.08593543568634,40.28759894642809,812,1072,1084,2411,2471,1753,6.264312910976922
419,140.0856659411011,40.28777860948492,695,1030,960,3033,2150,1349,6.754423269213412
420,140.08512695193062,40.2868802942008,1058,1300,1470,2577,2049,1532,6.456859269937959
421,140.06437586886747,40.28310737000749,677,1036,993,3283,1721,1056,6.403414715053162
422,140.06033345008893,40.28481416904732,590,924,760,3142,2043,1254,6.42345021081623
423,140.06033345008893,40.28562265280303,568,821,674,2584,1565,909,6.384100758650355
424,140.07758110354402,40.2786157935869,605,957,832,2830,1997,1289,6.2957834137249575
425,140.06213008065717,40.27277674424012,711,998,977,3350,2278,1495,6.231506912375186
426,140.0676098038903,40.28831759865539,626,943,769,3208,1904,1093,6.313087013183143
427,140.06374704816858,40.28113107638243,588,874,717,3115,1837,1099,6.088132951419095
428,140.06725047777664,40.283646359177965,439,732,437,3482,1656,957,6.191545703545581
429,140.0609622707878,40.28445484293368,705,991,915,3056,2479,1679,5.972109748670835
430,140.06248940677082,40.29020406075204,897,1102,1400,2090,2694,2244,6.430922765834772
431,140.06446570039589,40.291282039092984,689,1016,1046,2608,2124,1375,6.375569939369018
432,140.0225143766275,40.27574118467771,680,942,847,2848,1798,1118,6.84749772383383
433,140.02233471357067,40.268374999347934,761,1060,1024,2728,2002,1363,6.728406553130125
434,140.02233471357067,40.27421404869471,774,1001,1028,2271,1590,1085,6.8763565779456854
435,140.05772833576498,40.29200069132028,940,1448,1488,3593,2888,2132,6.317434771748116
436,140.06662165707777,40.28310737000749,512,856,582,3429,1660,977,6.301241025534271
437,140.06805896153236,40.284095516820024,622,827,805,2519,2121,1412,5.958829599503861
438,140.08539644651586,40.28670063114397,1166,1450,1672,2622,3364,2913,6.0704220387227705
439,140.06725047777664,40.28355652764956,427,689,441,3307,1656,957,6.179902929725326
440,140.0827015006635,40.283466696121145,686,942,928,2384,1577,1040,6.235482930285568
441,140.05916564021956,40.285353158217795,614,946,762,3067,1883,1102,6.387467788750545
442,140.0648250265095,40.271968260484414,634,963,814,3222,2048,1306,6.371194016683744
443,140.06500468956634,40.27169876589918,668,965,827,2928,1920,1195,6.252246411493334
444,140.069945423629,40.273405564939004,776,1019,1164,2621,2137,1423,6.286382090132058
445,140.05826732493546,40.28589214738827,684,979,966,2590,2141,1441,6.349476698079705
446,140.05907580869115,40.292719343547574,649,933,869,2954,1946,1143,6.322543029387347
447,140.06177075454352,40.29577361551358,603,908,769,3133,2028,1165,6.508190761245981
448,140.0606927762026,40.29676176232611,830,1214,1356,2778,2690,1903,6.6434727314537625
449,140.0606927762026,40.29424647953058,939,1368,1524,2944,2659,1951,6.351841934553048
450,140.05988429244687,40.296312604684054,620,926,756,2890,1954,1222,6.296311378082092
451,140.0600639555037,40.29451597411581,642,915,888,2521,2215,1533,6.762849172620157
452,140.05925547174797,40.29334816424646,979,1404,1618,3169,2633,1902,6.165772778417343
453,140.05817749340704,40.29658209926929,741,907,1104,2302,2499,1718,6.285743572828572
454,140.05898597716273,40.294875300229464,564,871,738,2527,2057,1379,6.379734538721312
455,140.08692358249886,40.2868802942008,662,960,803,2855,2080,1271,6.379955337972028
456,140.08674391944203,40.28705995725762,668,969,827,2806,2076,1280,6.238570316126506
457,140.05961479786163,40.295593952456755,611,871,839,2354,2450,1715,6.243289784247383
458,140.0645555319243,40.274663206336776,597,933,648,3948,1462,852,6.569352622098012
459,140.02287370274115,40.27879545664372,769,979,1086,2097,1611,1131,6.313673751695276
460,140.07731160895878,40.27978360345625,558,829,698,2902,1381,857,6.173962626431599
461,140.07785059812926,40.27879545664372,692,998,927,2801,2468,1909,6.3271667046343145
462,140.06895727681646,40.28714978878603,518,843,631,3186,1809,1081,6.219090502623011
463,140.068418287646,40.28373619070638,651,916,888,2695,2218,1516,6.40899041678544
464,140.06293856441286,40.27358522799583,659,979,921,2963,1938,1156,6.409058622648078
465,140.0562910313104,40.28598197891668,667,974,945,2812,1990,1280,6.256428996340969
466,140.06195041760034,40.28472433751891,636,956,859,3218,2071,1113,6.252144717439983
467,140.05916564021956,40.29568378398517,604,853,752,2451,2189,1484,6.377882122898867
468,140.06024361856052,40.295144794814696,720,1036,1050,2808,2253,1547,6.306201640491768
469,140.06051311314576,40.296312604684054,564,890,683,2699,2051,1251,6.2739266186919584
470,140.05988429244687,40.29388715341693,589,851,785,2499,2287,1519,6.277855994832656
471,140.0594351348048,40.29478546870105,633,962,885,2643,2179,1470,6.382707599634844
472,140.05691985200926,40.29316850118963,619,940,924,2749,2052,1300,6.384924793351295
473,140.06743014083347,40.282478549308614,549,795,710,2461,1554,935,6.396906667981909
474,140.02215505051385,40.27349539646742,648,896,756,2514,1645,1015,
